"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"4356",2013-09-30,6.09041095890411,"Fixed","Navy","YOUNG",1.65216915294384
"4357",2013-09-30,6.09041095890411,"Fixed","Air Force","YOUNG",0.129312969283132
"4358",2013-09-30,6.09041095890411,"Fixed","DLA","YOUNG",0.0354166908304052
"4359",2013-09-30,6.09041095890411,"Fixed","MDA","YOUNG",0.000529008412511425
"4360",2013-09-30,6.09041095890411,"Fixed","Military
Health","YOUNG",0.303529534693308
"4361",2013-09-30,6.09041095890411,"Fixed","Additional
DoD
Components","YOUNG",0.0347264363296435
"4362",2013-09-30,6.09041095890411,"Other","Navy","YOUNG",0.000333572722656647
"4363",2013-09-30,6.09041095890411,"Time/Mat.","Army","YOUNG",-0.00566271975190413
"4364",2013-09-30,6.09041095890411,"Time/Mat.","Navy","YOUNG",0.000628229141565959
"4365",2013-09-30,6.09041095890411,"Time/Mat.","Air Force","YOUNG",0.00512498546806134
"4366",2013-09-30,6.09041095890411,"Time/Mat.","DLA","YOUNG",0.00144655377272266
"4367",2013-09-30,6.09041095890411,"Time/Mat.","MDA","YOUNG",0.00510815476794963
"4368",2013-09-30,6.09041095890411,"Time/Mat.","Additional
DoD
Components","YOUNG",-0.00315925612308317
"4369",2013-09-30,6.09041095890411,"Unlabeled","Army","YOUNG",0
"4370",2013-09-30,6.09041095890411,"Unlabeled","Navy","YOUNG",0
"4371",2013-09-30,6.09041095890411,"Unlabeled","Air Force","YOUNG",0
"4372",2013-09-30,6.09041095890411,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4373",2013-09-30,6.17260273972603,"Combination","Army","YOUNG",0.153208018287905
"4374",2013-09-30,6.17260273972603,"Combination","Navy","YOUNG",2.49056122354565
"4375",2013-09-30,6.17260273972603,"Combination","Air Force","YOUNG",0.00783585183091297
"4376",2013-09-30,6.17260273972603,"Combination","Additional
DoD
Components","YOUNG",0.0180801229175383
"4377",2013-09-30,6.17260273972603,"Cost+","Army","YOUNG",0.175359490134457
"4378",2013-09-30,6.17260273972603,"Cost+","Navy","YOUNG",0.261827196815781
"4379",2013-09-30,6.17260273972603,"Cost+","Air Force","YOUNG",0.847612316188078
"4380",2013-09-30,6.17260273972603,"Cost+","DLA","YOUNG",0.000514877627703869
"4381",2013-09-30,6.17260273972603,"Cost+","MDA","YOUNG",0.00312231523560475
"4382",2013-09-30,6.17260273972603,"Cost+","Additional
DoD
Components","YOUNG",0.0131058547372804
"4383",2013-09-30,6.17260273972603,"Fixed","Army","YOUNG",0.307029530515589
"4384",2013-09-30,6.17260273972603,"Fixed","Navy","YOUNG",0.340910965424596
"4385",2013-09-30,6.17260273972603,"Fixed","Air Force","YOUNG",0.0704696281731492
"4386",2013-09-30,6.17260273972603,"Fixed","DLA","YOUNG",0.00838150620483396
"4387",2013-09-30,6.17260273972603,"Fixed","MDA","YOUNG",0
"4388",2013-09-30,6.17260273972603,"Fixed","Military
Health","YOUNG",0.266410922076572
"4389",2013-09-30,6.17260273972603,"Fixed","Additional
DoD
Components","YOUNG",0.0213534412008734
"4390",2013-09-30,6.17260273972603,"Other","Navy","YOUNG",0
"4391",2013-09-30,6.17260273972603,"Time/Mat.","Army","YOUNG",0.00105681307941505
"4392",2013-09-30,6.17260273972603,"Time/Mat.","Navy","YOUNG",0.00112922501513151
"4393",2013-09-30,6.17260273972603,"Time/Mat.","Air Force","YOUNG",0.00539561369848685
"4394",2013-09-30,6.17260273972603,"Time/Mat.","DLA","YOUNG",0
"4395",2013-09-30,6.17260273972603,"Time/Mat.","MDA","YOUNG",0.000467147354524221
"4396",2013-09-30,6.17260273972603,"Time/Mat.","Additional
DoD
Components","YOUNG",0.00277205758972276
"4397",2013-09-30,6.17260273972603,"Unlabeled","Army","YOUNG",0
"4398",2013-09-30,6.17260273972603,"Unlabeled","Navy","YOUNG",0
"4399",2013-09-30,6.17260273972603,"Unlabeled","Air Force","YOUNG",0
"4400",2013-09-30,6.17260273972603,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4401",2013-09-30,6.25753424657534,"Combination","Army","YOUNG",0.0294415663074033
"4402",2013-09-30,6.25753424657534,"Combination","Navy","YOUNG",0.0250139126573576
"4403",2013-09-30,6.25753424657534,"Combination","Air Force","YOUNG",0.0265929196155174
"4404",2013-09-30,6.25753424657534,"Combination","Additional
DoD
Components","YOUNG",0.0086329907308825
"4405",2013-09-30,6.25753424657534,"Cost+","Army","YOUNG",0.0585869254787245
"4406",2013-09-30,6.25753424657534,"Cost+","Navy","YOUNG",0.0961094786789885
"4407",2013-09-30,6.25753424657534,"Cost+","Air Force","YOUNG",0.125311448483701
"4408",2013-09-30,6.25753424657534,"Cost+","MDA","YOUNG",0.00644529454757794
"4409",2013-09-30,6.25753424657534,"Cost+","Military
Health","YOUNG",0
"4410",2013-09-30,6.25753424657534,"Cost+","Additional
DoD
Components","YOUNG",-0.000291778908500051
"4411",2013-09-30,6.25753424657534,"Fixed","Army","YOUNG",0.169424632641921
"4412",2013-09-30,6.25753424657534,"Fixed","Navy","YOUNG",0.211756352700112
"4413",2013-09-30,6.25753424657534,"Fixed","Air Force","YOUNG",0.0613679016567482
"4414",2013-09-30,6.25753424657534,"Fixed","DLA","YOUNG",0.0168824705297045
"4415",2013-09-30,6.25753424657534,"Fixed","MDA","YOUNG",0.000183609221082563
"4416",2013-09-30,6.25753424657534,"Fixed","Military
Health","YOUNG",0.108154609065604
"4417",2013-09-30,6.25753424657534,"Fixed","Additional
DoD
Components","YOUNG",0.0198968870517924
"4418",2013-09-30,6.25753424657534,"Other","Navy","YOUNG",0
"4419",2013-09-30,6.25753424657534,"Time/Mat.","Army","YOUNG",-0.000221037353914898
"4420",2013-09-30,6.25753424657534,"Time/Mat.","Navy","YOUNG",-0.000369528548390373
"4421",2013-09-30,6.25753424657534,"Time/Mat.","Air Force","YOUNG",0.00968579517812532
"4422",2013-09-30,6.25753424657534,"Time/Mat.","MDA","YOUNG",0.00213375970315832
"4423",2013-09-30,6.25753424657534,"Time/Mat.","Additional
DoD
Components","YOUNG",0.000576826713212146
"4424",2013-09-30,6.25753424657534,"Unlabeled","Army","YOUNG",0
"4425",2013-09-30,6.25753424657534,"Unlabeled","Navy","YOUNG",0
"4426",2013-09-30,6.25753424657534,"Unlabeled","Air Force","YOUNG",0
"4427",2013-09-30,6.25753424657534,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4428",2013-09-30,6.34246575342466,"Combination","Army","YOUNG",0.0246375160002031
"4429",2013-09-30,6.34246575342466,"Combination","Navy","YOUNG",0.0350732328714329
"4430",2013-09-30,6.34246575342466,"Combination","Air Force","YOUNG",-0.0111386545955113
"4431",2013-09-30,6.34246575342466,"Combination","DLA","YOUNG",0.000721209251548695
"4432",2013-09-30,6.34246575342466,"Combination","Additional
DoD
Components","YOUNG",0.00309938616045496
"4433",2013-09-30,6.34246575342466,"Cost+","Army","YOUNG",0.0616548672690159
"4434",2013-09-30,6.34246575342466,"Cost+","Navy","YOUNG",0.096923090518432
"4435",2013-09-30,6.34246575342466,"Cost+","Air Force","YOUNG",0.227879100063776
"4436",2013-09-30,6.34246575342466,"Cost+","MDA","YOUNG",-0.000158529623337057
"4437",2013-09-30,6.34246575342466,"Cost+","Additional
DoD
Components","YOUNG",0.00201326673443688
"4438",2013-09-30,6.34246575342466,"Fixed","Army","YOUNG",0.0281765683517823
"4439",2013-09-30,6.34246575342466,"Fixed","Navy","YOUNG",0.00386287054991368
"4440",2013-09-30,6.34246575342466,"Fixed","Air Force","YOUNG",0.056310610867777
"4441",2013-09-30,6.34246575342466,"Fixed","DLA","YOUNG",0.00871964295876917
"4442",2013-09-30,6.34246575342466,"Fixed","MDA","YOUNG",1.52330659083985e-05
"4443",2013-09-30,6.34246575342466,"Fixed","Military
Health","YOUNG",0.0125313232456586
"4444",2013-09-30,6.34246575342466,"Fixed","Additional
DoD
Components","YOUNG",0.00965377412470803
"4445",2013-09-30,6.34246575342466,"Time/Mat.","Army","YOUNG",0.00446691662120443
"4446",2013-09-30,6.34246575342466,"Time/Mat.","Navy","YOUNG",-0.000120800374733421
"4447",2013-09-30,6.34246575342466,"Time/Mat.","Air Force","YOUNG",-0.00556301615131512
"4448",2013-09-30,6.34246575342466,"Time/Mat.","MDA","YOUNG",0.0024234873565553
"4449",2013-09-30,6.34246575342466,"Time/Mat.","Military
Health","YOUNG",0.00260407486544125
"4450",2013-09-30,6.34246575342466,"Time/Mat.","Additional
DoD
Components","YOUNG",-0.00669883871686808
"4451",2013-09-30,6.34246575342466,"Unlabeled","Army","YOUNG",0
"4452",2013-09-30,6.34246575342466,"Unlabeled","Navy","YOUNG",0
"4453",2013-09-30,6.34246575342466,"Unlabeled","Air Force","YOUNG",0
"4454",2013-09-30,6.34246575342466,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4455",2013-09-30,6.41917808219178,"Combination","Army","YOUNG",0.0294774822497207
"4456",2013-09-30,6.41917808219178,"Combination","Navy","YOUNG",0.04571311915294
"4457",2013-09-30,6.41917808219178,"Combination","Air Force","YOUNG",0.00898067073007007
"4458",2013-09-30,6.41917808219178,"Combination","DLA","YOUNG",0.000463164129988829
"4459",2013-09-30,6.41917808219178,"Combination","Additional
DoD
Components","YOUNG",-0.000296256202295115
"4460",2013-09-30,6.41917808219178,"Cost+","Army","YOUNG",0.0367915307642937
"4461",2013-09-30,6.41917808219178,"Cost+","Navy","YOUNG",0.140498613145831
"4462",2013-09-30,6.41917808219178,"Cost+","Air Force","YOUNG",0.0193298444234792
"4463",2013-09-30,6.41917808219178,"Cost+","MDA","YOUNG",0.00933263827480451
"4464",2013-09-30,6.41917808219178,"Cost+","Military
Health","YOUNG",0
"4465",2013-09-30,6.41917808219178,"Cost+","Additional
DoD
Components","YOUNG",0.011472982334315
"4466",2013-09-30,6.41917808219178,"Fixed","Army","YOUNG",0.112355282527369
"4467",2013-09-30,6.41917808219178,"Fixed","Navy","YOUNG",0.0714685266542094
"4468",2013-09-30,6.41917808219178,"Fixed","Air Force","YOUNG",0.0338738846738093
"4469",2013-09-30,6.41917808219178,"Fixed","DLA","YOUNG",0.00976314051152635
"4470",2013-09-30,6.41917808219178,"Fixed","MDA","YOUNG",5.9350500456992e-05
"4471",2013-09-30,6.41917808219178,"Fixed","Military
Health","YOUNG",0.210227931551945
"4472",2013-09-30,6.41917808219178,"Fixed","Additional
DoD
Components","YOUNG",0.0150570126635524
"4473",2013-09-30,6.41917808219178,"Other","Navy","YOUNG",0
"4474",2013-09-30,6.41917808219178,"Time/Mat.","Army","YOUNG",0.000750697303341119
"4475",2013-09-30,6.41917808219178,"Time/Mat.","Navy","YOUNG",0.00089526304630852
"4476",2013-09-30,6.41917808219178,"Time/Mat.","Air Force","YOUNG",-0.0447548501004367
"4477",2013-09-30,6.41917808219178,"Time/Mat.","MDA","YOUNG",2.03107545445313e-05
"4478",2013-09-30,6.41917808219178,"Time/Mat.","Additional
DoD
Components","YOUNG",-0.00842870276175485
"4479",2013-09-30,6.41917808219178,"Unlabeled","Army","YOUNG",0
"4480",2013-09-30,6.41917808219178,"Unlabeled","Navy","YOUNG",0
"4481",2013-09-30,6.41917808219178,"Unlabeled","Air Force","YOUNG",0
"4482",2013-09-30,6.41917808219178,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4483",2013-09-30,6.5041095890411,"Combination","Army","YOUNG",0.0376068905636234
"4484",2013-09-30,6.5041095890411,"Combination","Navy","YOUNG",0.0297069605056362
"4485",2013-09-30,6.5041095890411,"Combination","Air Force","YOUNG",0.00935871452076775
"4486",2013-09-30,6.5041095890411,"Combination","Additional
DoD
Components","YOUNG",0.000336557163400021
"4487",2013-09-30,6.5041095890411,"Cost+","Army","YOUNG",0.0420280242027013
"4488",2013-09-30,6.5041095890411,"Cost+","Navy","YOUNG",0.175849177467249
"4489",2013-09-30,6.5041095890411,"Cost+","Air Force","YOUNG",0.353832240939982
"4490",2013-09-30,6.5041095890411,"Cost+","DLA","YOUNG",7.61521275515385e-05
"4491",2013-09-30,6.5041095890411,"Cost+","MDA","YOUNG",0.00887712103198944
"4492",2013-09-30,6.5041095890411,"Cost+","Additional
DoD
Components","YOUNG",0.00273546878450289
"4493",2013-09-30,6.5041095890411,"Fixed","Army","YOUNG",0.00933167978480756
"4494",2013-09-30,6.5041095890411,"Fixed","Navy","YOUNG",0.049261856217122
"4495",2013-09-30,6.5041095890411,"Fixed","Air Force","YOUNG",0.0339450812888189
"4496",2013-09-30,6.5041095890411,"Fixed","DLA","YOUNG",0.0255514146654819
"4497",2013-09-30,6.5041095890411,"Fixed","MDA","YOUNG",-3.83162692190515e-05
"4498",2013-09-30,6.5041095890411,"Fixed","Military
Health","YOUNG",0.0677276129785721
"4499",2013-09-30,6.5041095890411,"Fixed","Additional
DoD
Components","YOUNG",-0.0046170617603331
"4500",2013-09-30,6.5041095890411,"Other","Navy","YOUNG",8.82269726820351e-06
"4501",2013-09-30,6.5041095890411,"Time/Mat.","Army","YOUNG",0.00250503736843709
"4502",2013-09-30,6.5041095890411,"Time/Mat.","Navy","YOUNG",-0.00167489120026404
"4503",2013-09-30,6.5041095890411,"Time/Mat.","Air Force","YOUNG",-0.000652549137605362
"4504",2013-09-30,6.5041095890411,"Time/Mat.","DLA","YOUNG",-0.000430932914897938
"4505",2013-09-30,6.5041095890411,"Time/Mat.","MDA","YOUNG",0.00155893077119935
"4506",2013-09-30,6.5041095890411,"Time/Mat.","Additional
DoD
Components","YOUNG",-0.0137302781047019
"4507",2013-09-30,6.5041095890411,"Unlabeled","Army","YOUNG",0
"4508",2013-09-30,6.5041095890411,"Unlabeled","Navy","YOUNG",0
"4509",2013-09-30,6.5041095890411,"Unlabeled","Air Force","YOUNG",0
"4510",2013-09-30,6.5041095890411,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4511",2013-09-30,6.58630136986301,"Combination","Army","YOUNG",0.0206226551904133
"4512",2013-09-30,6.58630136986301,"Combination","Navy","YOUNG",0.242827479261907
"4513",2013-09-30,6.58630136986301,"Combination","Air Force","YOUNG",0.020714417334315
"4514",2013-09-30,6.58630136986301,"Combination","DLA","YOUNG",0
"4515",2013-09-30,6.58630136986301,"Combination","Additional
DoD
Components","YOUNG",-0.00289914052310348
"4516",2013-09-30,6.58630136986301,"Cost+","Army","YOUNG",0.324936827832741
"4517",2013-09-30,6.58630136986301,"Cost+","Navy","YOUNG",0.496673911234792
"4518",2013-09-30,6.58630136986301,"Cost+","Air Force","YOUNG",0.0463526634688738
"4519",2013-09-30,6.58630136986301,"Cost+","MDA","YOUNG",0.0143801889926881
"4520",2013-09-30,6.58630136986301,"Cost+","Additional
DoD
Components","YOUNG",-0.00126776146420229
"4521",2013-09-30,6.58630136986301,"Fixed","Army","YOUNG",0.0732817353102468
"4522",2013-09-30,6.58630136986301,"Fixed","Navy","YOUNG",0.202214362236011
"4523",2013-09-30,6.58630136986301,"Fixed","Air Force","YOUNG",0.0246911419945161
"4524",2013-09-30,6.58630136986301,"Fixed","DLA","YOUNG",0.0136083492551031
"4525",2013-09-30,6.58630136986301,"Fixed","MDA","YOUNG",-0.000686128709251549
"4526",2013-09-30,6.58630136986301,"Fixed","Military
Health","YOUNG",0.0985954867748553
"4527",2013-09-30,6.58630136986301,"Fixed","Additional
DoD
Components","YOUNG",0.014803439879151
"4528",2013-09-30,6.58630136986301,"Other","Navy","YOUNG",-3.65593581801564e-06
"4529",2013-09-30,6.58630136986301,"Time/Mat.","Army","YOUNG",-0.000704180556413121
"4530",2013-09-30,6.58630136986301,"Time/Mat.","Navy","YOUNG",-0.000562531947902915
"4531",2013-09-30,6.58630136986301,"Time/Mat.","Air Force","YOUNG",-0.00192880058911344
"4532",2013-09-30,6.58630136986301,"Time/Mat.","MDA","YOUNG",0.00080462233055753
"4533",2013-09-30,6.58630136986301,"Time/Mat.","Additional
DoD
Components","YOUNG",-0.00516411798334518
"4534",2013-09-30,6.58630136986301,"Unlabeled","Army","YOUNG",0
"4535",2013-09-30,6.58630136986301,"Unlabeled","Navy","YOUNG",0
"4536",2013-09-30,6.58630136986301,"Unlabeled","Air Force","YOUNG",0
"4537",2013-09-30,6.58630136986301,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4538",2013-09-30,6.67123287671233,"Combination","Army","YOUNG",0.213442693846552
"4539",2013-09-30,6.67123287671233,"Combination","Navy","YOUNG",0.0651680379776582
"4540",2013-09-30,6.67123287671233,"Combination","Air Force","YOUNG",0.00875434326444602
"4541",2013-09-30,6.67123287671233,"Combination","Additional
DoD
Components","YOUNG",0.00220181012704377
"4542",2013-09-30,6.67123287671233,"Cost+","Army","YOUNG",0.268879962703463
"4543",2013-09-30,6.67123287671233,"Cost+","Navy","YOUNG",0.313817536155885
"4544",2013-09-30,6.67123287671233,"Cost+","Air Force","YOUNG",0.154501221140957
"4545",2013-09-30,6.67123287671233,"Cost+","DLA","YOUNG",0.000558545749974612
"4546",2013-09-30,6.67123287671233,"Cost+","MDA","YOUNG",0.00259426346338986
"4547",2013-09-30,6.67123287671233,"Cost+","Additional
DoD
Components","YOUNG",0.000804486700721032
"4548",2013-09-30,6.67123287671233,"Fixed","Army","YOUNG",0.0404159932621103
"4549",2013-09-30,6.67123287671233,"Fixed","Navy","YOUNG",0.00498656254757794
"4550",2013-09-30,6.67123287671233,"Fixed","Air Force","YOUNG",0.0704044263865137
"4551",2013-09-30,6.67123287671233,"Fixed","DLA","YOUNG",0.035877016766731
"4552",2013-09-30,6.67123287671233,"Fixed","MDA","YOUNG",0
"4553",2013-09-30,6.67123287671233,"Fixed","Military
Health","YOUNG",0.0857946793915913
"4554",2013-09-30,6.67123287671233,"Fixed","Additional
DoD
Components","YOUNG",0.00218480434081446
"4555",2013-09-30,6.67123287671233,"Other","Navy","YOUNG",0
"4556",2013-09-30,6.67123287671233,"Time/Mat.","Army","YOUNG",-0.000829682247080329
"4557",2013-09-30,6.67123287671233,"Time/Mat.","Navy","YOUNG",-0.000116887376662943
"4558",2013-09-30,6.67123287671233,"Time/Mat.","Air Force","YOUNG",0.000439127471717274
"4559",2013-09-30,6.67123287671233,"Time/Mat.","MDA","YOUNG",0.00140188489996953
"4560",2013-09-30,6.67123287671233,"Time/Mat.","Additional
DoD
Components","YOUNG",0.000871484162689144
"4561",2013-09-30,6.67123287671233,"Unlabeled","Army","YOUNG",0
"4562",2013-09-30,6.67123287671233,"Unlabeled","Navy","YOUNG",0
"4563",2013-09-30,6.67123287671233,"Unlabeled","Air Force","YOUNG",0
"4564",2013-09-30,6.67123287671233,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4565",2013-09-30,6.75342465753425,"Combination","Army","YOUNG",0.0141274636439525
"4566",2013-09-30,6.75342465753425,"Combination","Navy","YOUNG",0.0293696664077384
"4567",2013-09-30,6.75342465753425,"Combination","Air Force","YOUNG",0.00608275518249213
"4568",2013-09-30,6.75342465753425,"Combination","Additional
DoD
Components","YOUNG",0.000706371076774652
"4569",2013-09-30,6.75342465753425,"Cost+","Army","YOUNG",0.07930557413791
"4570",2013-09-30,6.75342465753425,"Cost+","Navy","YOUNG",0.120198673273687
"4571",2013-09-30,6.75342465753425,"Cost+","Air Force","YOUNG",0.202558288612775
"4572",2013-09-30,6.75342465753425,"Cost+","MDA","YOUNG",-0.00152027702853661
"4573",2013-09-30,6.75342465753425,"Cost+","Military
Health","YOUNG",0
"4574",2013-09-30,6.75342465753425,"Cost+","Additional
DoD
Components","YOUNG",-0.00354160653985986
"4575",2013-09-30,6.75342465753425,"Fixed","Army","YOUNG",0.127156410101554
"4576",2013-09-30,6.75342465753425,"Fixed","Navy","YOUNG",0.0265998624796385
"4577",2013-09-30,6.75342465753425,"Fixed","Air Force","YOUNG",0.0379516335722555
"4578",2013-09-30,6.75342465753425,"Fixed","DLA","YOUNG",0.00138482276043465
"4579",2013-09-30,6.75342465753425,"Fixed","MDA","YOUNG",0
"4580",2013-09-30,6.75342465753425,"Fixed","Military
Health","YOUNG",0.3143675962222
"4581",2013-09-30,6.75342465753425,"Fixed","Additional
DoD
Components","YOUNG",0.0133899299773535
"4582",2013-09-30,6.75342465753425,"Other","Navy","YOUNG",0
"4583",2013-09-30,6.75342465753425,"Other","DLA","YOUNG",0
"4584",2013-09-30,6.75342465753425,"Time/Mat.","Army","YOUNG",0.00428671399756271
"4585",2013-09-30,6.75342465753425,"Time/Mat.","Navy","YOUNG",-0.000424678643952473
"4586",2013-09-30,6.75342465753425,"Time/Mat.","Air Force","YOUNG",0.000522681968112115
"4587",2013-09-30,6.75342465753425,"Time/Mat.","MDA","YOUNG",0.00179054288625977
"4588",2013-09-30,6.75342465753425,"Time/Mat.","Additional
DoD
Components","YOUNG",-0.0103386165092922
"4589",2013-09-30,6.75342465753425,"Unlabeled","Army","YOUNG",0
"4590",2013-09-30,6.75342465753425,"Unlabeled","Navy","YOUNG",0
"4591",2013-09-30,6.75342465753425,"Unlabeled","Air Force","YOUNG",0
"4592",2013-09-30,6.75342465753425,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4593",2013-09-30,6.83835616438356,"Combination","Army","YOUNG",0.0663926729760333
"4594",2013-09-30,6.83835616438356,"Combination","Navy","YOUNG",0.225724251184929
"4595",2013-09-30,6.83835616438356,"Combination","Air Force","YOUNG",0.00130202605575302
"4596",2013-09-30,6.83835616438356,"Combination","Military
Health","YOUNG",0
"4597",2013-09-30,6.83835616438356,"Combination","Additional
DoD
Components","YOUNG",-0.00558523026475069
"4598",2013-09-30,6.83835616438356,"Cost+","Army","YOUNG",0.0344343982151924
"4599",2013-09-30,6.83835616438356,"Cost+","Navy","YOUNG",0.19479417920981
"4600",2013-09-30,6.83835616438356,"Cost+","Air Force","YOUNG",0.176106693689652
"4601",2013-09-30,6.83835616438356,"Cost+","MDA","YOUNG",-0.000637197114755763
"4602",2013-09-30,6.83835616438356,"Cost+","Additional
DoD
Components","YOUNG",0.0089891185155885
"4603",2013-09-30,6.83835616438356,"Fixed","Army","YOUNG",0.0375089746848786
"4604",2013-09-30,6.83835616438356,"Fixed","Navy","YOUNG",0.00786156557377882
"4605",2013-09-30,6.83835616438356,"Fixed","Air Force","YOUNG",0.010508598583528
"4606",2013-09-30,6.83835616438356,"Fixed","DLA","YOUNG",0.00583074557692698
"4607",2013-09-30,6.83835616438356,"Fixed","MDA","YOUNG",-2.46546156189702e-05
"4608",2013-09-30,6.83835616438356,"Fixed","Military
Health","YOUNG",0.0717472275820047
"4609",2013-09-30,6.83835616438356,"Fixed","Additional
DoD
Components","YOUNG",-0.000698110111201381
"4610",2013-09-30,6.83835616438356,"Other","Navy","YOUNG",5.60997258048137e-06
"4611",2013-09-30,6.83835616438356,"Other","DLA","YOUNG",0
"4612",2013-09-30,6.83835616438356,"Time/Mat.","Army","YOUNG",-0.00222181076774652
"4613",2013-09-30,6.83835616438356,"Time/Mat.","Navy","YOUNG",-0.000517315799634406
"4614",2013-09-30,6.83835616438356,"Time/Mat.","Air Force","YOUNG",0.000645425223621408
"4615",2013-09-30,6.83835616438356,"Time/Mat.","DLA","YOUNG",-0.000146501198334518
"4616",2013-09-30,6.83835616438356,"Time/Mat.","MDA","YOUNG",0.00482968332964355
"4617",2013-09-30,6.83835616438356,"Time/Mat.","Additional
DoD
Components","YOUNG",-0.00209135654889814
"4618",2013-09-30,6.83835616438356,"Unlabeled","Army","YOUNG",0
"4619",2013-09-30,6.83835616438356,"Unlabeled","Navy","YOUNG",0
"4620",2013-09-30,6.83835616438356,"Unlabeled","Air Force","YOUNG",0
"4621",2013-09-30,6.83835616438356,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4622",2013-09-30,6.92328767123288,"Combination","Army","YOUNG",0.0125728675560069
"4623",2013-09-30,6.92328767123288,"Combination","Navy","YOUNG",0.0333393333875292
"4624",2013-09-30,6.92328767123288,"Combination","Air Force","YOUNG",0.00960822142205748
"4625",2013-09-30,6.92328767123288,"Combination","Additional
DoD
Components","YOUNG",0.00121128792058495
"4626",2013-09-30,6.92328767123288,"Cost+","Army","YOUNG",0.0202213169365289
"4627",2013-09-30,6.92328767123288,"Cost+","Navy","YOUNG",0.16678457960394
"4628",2013-09-30,6.92328767123288,"Cost+","Air Force","YOUNG",0.174237665778003
"4629",2013-09-30,6.92328767123288,"Cost+","MDA","YOUNG",0.00680989935015741
"4630",2013-09-30,6.92328767123288,"Cost+","Additional
DoD
Components","YOUNG",-0.0165565458303036
"4631",2013-09-30,6.92328767123288,"Fixed","Army","YOUNG",0.137132217520158
"4632",2013-09-30,6.92328767123288,"Fixed","Navy","YOUNG",0.0995334905544836
"4633",2013-09-30,6.92328767123288,"Fixed","Air Force","YOUNG",0.110296759160861
"4634",2013-09-30,6.92328767123288,"Fixed","DLA","YOUNG",0.134043834783792
"4635",2013-09-30,6.92328767123288,"Fixed","MDA","YOUNG",-8.14816060729156e-05
"4636",2013-09-30,6.92328767123288,"Fixed","Military
Health","YOUNG",0.0212620855082766
"4637",2013-09-30,6.92328767123288,"Fixed","Additional
DoD
Components","YOUNG",0.0113249292088961
"4638",2013-09-30,6.92328767123288,"Time/Mat.","Army","YOUNG",-0.0223653037832842
"4639",2013-09-30,6.92328767123288,"Time/Mat.","Navy","YOUNG",-0.000361544394231746
"4640",2013-09-30,6.92328767123288,"Time/Mat.","Air Force","YOUNG",-0.00160303287173759
"4641",2013-09-30,6.92328767123288,"Time/Mat.","MDA","YOUNG",-0.000269132125418909
"4642",2013-09-30,6.92328767123288,"Time/Mat.","Additional
DoD
Components","YOUNG",0.00853572730902813
"4643",2013-09-30,6.92328767123288,"Unlabeled","Army","YOUNG",0
"4644",2013-09-30,6.92328767123288,"Unlabeled","Navy","YOUNG",0
"4645",2013-09-30,6.92328767123288,"Unlabeled","Additional
DoD
Components","YOUNG",0
"4646",2014-09-18,1,"Cost+","Army","BBP2",0.1843742662634
"4647",2014-09-18,1,"Cost+","Navy","BBP2",0.3404298346184
"4648",2014-09-18,1,"Cost+","Air Force","BBP2",0.3859444881001
"4649",2014-09-18,1,"Cost+","DLA","BBP2",0
"4650",2014-09-18,1,"Cost+","MDA","BBP2",0.027008650875
"4651",2014-09-18,1,"Cost+","Additional
DoD
Components","BBP2",0.1333073067818
"4652",2014-09-18,1,"Fixed","Army","BBP2",1.0911750516762
"4653",2014-09-18,1,"Fixed","Navy","BBP2",1.0451525307785
"4654",2014-09-18,1,"Fixed","Air Force","BBP2",1.5936459059166
"4655",2014-09-18,1,"Fixed","DLA","BBP2",1.7088181881002
"4656",2014-09-18,1,"Fixed","MDA","BBP2",0.00113965316
"4657",2014-09-18,1,"Fixed","Military
Health","BBP2",0.24415367129
"4658",2014-09-18,1,"Fixed","Additional
DoD
Components","BBP2",1.1014726831541
"4659",2014-09-18,1,"Time/Mat.","Army","BBP2",0.0262581063613
"4660",2014-09-18,1,"Time/Mat.","Navy","BBP2",0.0010873299337
"4661",2014-09-18,1,"Time/Mat.","Air Force","BBP2",0.0076658768091
"4662",2014-09-18,1,"Time/Mat.","DLA","BBP2",0.001005989
"4663",2014-09-18,1,"Time/Mat.","Additional
DoD
Components","BBP2",0.0151943821091
"4664",2014-09-18,1,"Unlabeled","Army","BBP2",0
"4665",2014-09-18,1,"Unlabeled","Navy","BBP2",0
"4666",2014-09-18,1,"Unlabeled","Air Force","BBP2",0
"4667",2014-09-18,1,"Unlabeled","DLA","BBP2",0
"4668",2014-09-18,1,"Unlabeled","Additional
DoD
Components","BBP2",0
"4669",2014-09-18,1.08493150684932,"Cost+","Army","BBP2",0.2902141713073
"4670",2014-09-18,1.08493150684932,"Cost+","Navy","BBP2",0.433967352311
"4671",2014-09-18,1.08493150684932,"Cost+","Air Force","BBP2",0.4841937448343
