fiscal_year,Query_Run,Customer,SubCustomer,ServicesCategory,FundingMechanismClassification,USDATL,BBP1,WSARAreg,BBP2,BBP3,SumOfobligatedAmount,SumOfnumberOfActions
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost No Fee,WYNNE,0,0,0,0,9228661.8100,58
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Fixed Fee,YOUNG,0,0,0,0,365832450.9300,623
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Sharing,KENDALL,1,1,0,0,489635.8800,8
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Firm Fixed Price,CARTER,0,0,0,0,3294349967.4500,20139
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Award Fee,KENDALL,1,0,0,0,1397819.1600,6
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Incentive,WYNNE,0,0,0,0,-1324.5000,1
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Level of Effort,KENDALL,1,1,0,0,6337066.2400,20
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Not Reported,ALDRIDGE,0,0,0,0,-196105.0500,4
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Not Reported,WYNNE,0,0,0,0,-145264.5100,22
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,ALDRIDGE,0,0,0,0,-397145.0900,18
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,GANSLER+,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,KRIEG,0,0,0,0,271691109.4300,817
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost No Fee,CARTER,0,0,0,0,193112325.5300,71
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,8429891.0000,8
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,GANSLER+,0,0,0,0,-511176.0000,3
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,KRIEG,0,0,0,0,11302383.2100,29
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,ALDRIDGE,0,0,0,0,-4046457.8100,5
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,KRIEG,0,0,0,0,155334824.3900,19
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Incentive,KENDALL,1,0,0,0,3132471.0600,3
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Level of Effort,KENDALL,1,0,0,0,1252776.0000,1
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Redetermination,KENDALL,1,1,0,0,872428.4700,9
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Redetermination,WYNNE,0,0,0,0,-5765.6500,8
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Labor Hours,YOUNG,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Time and Materials,KENDALL,1,0,0,0,560676938.1700,76
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Combination (two or more),KRIEG,0,0,0,0,18029522.6600,69
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost No Fee,KENDALL,1,1,0,0,104718986.2100,276
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost No Fee,WYNNE,0,0,0,0,-343514.6700,23
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Fixed Fee,CARTER,0,0,0,0,886089356.4800,2814
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Fixed Fee,YOUNG,0,0,0,0,290328567.6100,1088
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Firm Fixed Price,CARTER,0,0,0,0,904285955.8500,2318
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Incentive,ALDRIDGE,0,0,0,0,-2817757.3700,2
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Level of Effort,KENDALL,1,1,0,0,35981276.9600,76
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Labor Hours,WYNNE,0,0,0,0,-7889.9300,1
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Time and Materials,ALDRIDGE,0,0,0,0,27079042.1400,51
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Combination (two or more),KRIEG,0,0,0,0,23645012.4400,19
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Firm Fixed Price,KENDALL,1,0,0,0,103658386.1000,3691
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Firm Fixed Price,YOUNG,0,0,0,0,154035992.0700,374
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Time and Materials,CARTER,0,0,0,0,6643885.3200,23
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Time and Materials,KRIEG,0,0,0,0,0.0000,1
2011,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Fixed Price with Economic Price Adjustment,KENDALL,1,0,0,0,3164667482.4900,253
2011,2015-03-19 16:42:44.597,Defense,DLA,ICT,Cost Plus Incentive,CARTER,0,0,0,0,0.0000,1
2011,2015-03-19 16:42:44.597,Defense,DLA,ICT,Firm Fixed Price,KRIEG,0,0,0,0,232763897.6900,89
2011,2015-03-19 16:42:44.597,Defense,DLA,ICT,Labor Hours,KENDALL,1,1,0,0,2790260.8000,12
2011,2015-03-19 16:42:44.597,Defense,DLA,ICT,Time and Materials,WYNNE,0,0,0,0,-9483.4500,1
2011,2015-03-19 16:42:44.597,Defense,DLA,MED,Firm Fixed Price,KRIEG,0,0,0,0,0.0000,1
2011,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Combination (two or more),KRIEG,0,0,0,0,206989.6000,3
2011,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Firm Fixed Price,CARTER,0,0,0,0,76434490.1000,469
2011,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Fixed Price Level of Effort,KENDALL,1,1,0,0,99736.4600,1
2011,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Time and Materials,KRIEG,0,0,0,0,1721754.8300,10
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Cost Plus Award Fee,KRIEG,0,0,0,0,749998.0000,1
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Cost Sharing,CARTER,0,0,0,0,119821.0000,2
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Fixed Price Incentive,KENDALL,1,0,0,0,15633896.2000,1318
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Fixed Price Redetermination,KENDALL,1,1,0,0,33955732.6000,544
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Order Dependent (IDV only),KENDALL,1,1,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Time and Materials,KENDALL,1,0,0,0,393192.0000,1
2011,2015-03-19 16:42:44.597,Defense,DLA,R&D,Firm Fixed Price,CARTER,0,0,0,0,9675735.8800,20
2011,2015-03-19 16:42:44.597,Defense,DLA,R&D,Fixed Price Level of Effort,KENDALL,1,1,0,0,499177.6300,5
2011,2015-03-19 16:42:44.597,Defense,MDA,ICT,Firm Fixed Price,ALDRIDGE,0,0,0,0,-629182.7200,1
2011,2015-03-19 16:42:44.597,Defense,MDA,ICT,Firm Fixed Price,KRIEG,0,0,0,0,136888.7500,6
2011,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Cost No Fee,YOUNG,0,0,0,0,-294049.1300,4
2011,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Cost Plus Fixed Fee,CARTER,0,0,0,0,33447855.0000,111
2011,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Firm Fixed Price,CARTER,0,0,0,0,8779186.8900,70
2011,2015-03-19 16:42:44.597,Defense,MDA,Products,Cost Plus Incentive,KRIEG,0,0,0,0,1120206668.3000,44
2011,2015-03-19 16:42:44.597,Defense,MDA,Products,Fixed Price Incentive,KENDALL,1,0,0,0,38129188.3000,11
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Combination (two or more),KRIEG,0,0,0,0,-153229.9100,1
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost No Fee,YOUNG,0,0,0,0,2719314.7700,22
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Award Fee,KRIEG,0,0,0,0,44347567.0900,86
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Fixed Fee,CARTER,0,0,0,0,129950827.6300,272
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Firm Fixed Price,CARTER,0,0,0,0,1345110.3500,32
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,ERS,Firm Fixed Price,YOUNG,0,0,0,0,6401.3100,6
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Cost Plus Incentive,WYNNE,0,0,0,0,8283309517.3800,406
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Fixed Price Award Fee,WYNNE,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Fixed Price Incentive,CARTER,0,0,0,0,73815103.3600,32
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Labor Hours,KRIEG,0,0,0,0,19322205.9000,97
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Order Dependent (IDV only),CARTER,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,PAMS,Order Dependent (IDV only),KENDALL,1,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Combination (two or more),YOUNG,0,0,0,0,52630716.3900,57
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Fixed Fee,KENDALL,1,1,0,0,805114220.5900,231
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Fixed Fee,WYNNE,0,0,0,0,2351444.7000,79
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,CARTER,0,0,0,0,274107343.1400,78
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Sharing,CARTER,0,0,0,0,31606.3400,6
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Sharing,KRIEG,0,0,0,0,0.0000,1
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,ALDRIDGE,0,0,0,0,135328422.1600,175
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,KENDALL,1,1,0,0,16615068372.2500,92318
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,WYNNE,0,0,0,0,43857374.0800,460
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Award Fee,CARTER,0,0,0,0,2789710.4400,258
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price with Economic Price Adjustment,CARTER,0,0,0,0,196277223.5900,326
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,50393525.1300,104
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Labor Hours,KENDALL,1,0,0,0,5292211.0000,11
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Order Dependent (IDV only),WYNNE,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,Products,Time and Materials,YOUNG,0,0,0,0,60421813.3100,116
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Incentive,YOUNG,0,0,0,0,16320517.4500,23
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Redetermination,CARTER,0,0,0,0,0.0000,1
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price with Economic Price Adjustment,KENDALL,1,1,0,0,126298.8000,1
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Labor Hours,ALDRIDGE,0,0,0,0,-197911.7200,5
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Order Dependent (IDV only),CARTER,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Army,R&D,Time and Materials,WYNNE,0,0,0,0,-1008101.9100,77
2011,2015-03-19 16:42:44.597,Defense,DLA,ERS,Firm Fixed Price,KRIEG,0,0,0,0,10216857.5600,421
2011,2015-03-19 16:42:44.597,Defense,DLA,ERS,Time and Materials,KENDALL,1,1,0,0,510615.7500,7
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Cost Plus Incentive,KENDALL,1,1,0,0,16503845.4000,3
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Incentive,CARTER,0,0,0,0,14143608.8700,36
2011,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Redetermination,YOUNG,0,0,0,0,4965249.8200,8
2011,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Firm Fixed Price,KENDALL,1,1,0,0,156372602.0500,528
2011,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Firm Fixed Price,WYNNE,0,0,0,0,80255.5700,12
2011,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Firm Fixed Price,YOUNG,0,0,0,0,30631.3700,11
2011,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Fixed Price Redetermination,KENDALL,1,1,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,DLA,ICT,Firm Fixed Price,CARTER,0,0,0,0,185106129.5600,563
2011,2015-03-19 16:42:44.597,Defense,DLA,PAMS,Labor Hours,KRIEG,0,0,0,0,53482.8800,3
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Cost Plus Fixed Fee,KENDALL,1,1,0,0,527934.0000,4
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Firm Fixed Price,ALDRIDGE,0,0,0,0,-414976.0000,2
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Firm Fixed Price,KENDALL,1,1,0,0,11013565968.1900,272006
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Firm Fixed Price,WYNNE,0,0,0,0,-5278364.4500,29
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,-197678.5500,112
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Combination (two or more),KRIEG,0,0,0,0,231284230.7400,720
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost No Fee,ALDRIDGE,0,0,0,0,9882339.5100,22
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Incentive,ALDRIDGE,0,0,0,0,610064.0000,5
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Incentive,WYNNE,0,0,0,0,84963.0000,3
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Firm Fixed Price,YOUNG,0,0,0,0,1507995216.7100,13479
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Incentive,KRIEG,0,0,0,0,219936.0000,1
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Level of Effort,KRIEG,0,0,0,0,1612294.2400,23
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Labor Hours,GANSLER+,0,0,0,0,-141603.5100,1
2009,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Not Reported,CARTER,0,0,0,0,5375296.1800,114
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Combination (two or more),WYNNE,0,0,0,0,726991796.9500,211
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost No Fee,YOUNG,0,0,0,0,8313406.9300,18
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Award Fee,GANSLER+,0,0,0,0,-798675.0000,3
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Fixed Fee,CARTER,0,0,0,0,235986792.4700,261
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Firm Fixed Price,GANSLER+,0,0,0,0,10082653.1800,29
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Firm Fixed Price,KRIEG,0,0,0,0,1438289958.7100,3432
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Award Fee,CARTER,0,0,0,0,23174415.8300,29
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Redetermination,CARTER,0,0,0,0,15668.0000,1
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,10376676.8300,62
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Labor Hours,YOUNG,0,0,0,0,8678563.3100,13
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Order Dependent (IDV only),GANSLER+,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Time and Materials,YOUNG,0,0,0,0,37273794.4700,171
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost No Fee,ALDRIDGE,0,0,0,0,88090.0000,6
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Sharing,ALDRIDGE,0,0,0,0,71219.0000,1
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Fixed Price Award Fee,WYNNE,0,0,0,0,37974.0000,1
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Fixed Price Level of Effort,KRIEG,0,0,0,0,1711600.0000,1
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Not Reported,KRIEG,0,0,0,0,530045171.4600,134
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Time and Materials,CARTER,0,0,0,0,24212333.5700,60
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Cost Plus Incentive,WYNNE,0,0,0,0,-38720.6800,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Firm Fixed Price,YOUNG,0,0,0,0,1653805221.2600,1589
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Not Reported,CARTER,0,0,0,0,-613750.6100,4
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Combination (two or more),ALDRIDGE,0,0,0,0,208400463.2700,15
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Combination (two or more),WYNNE,0,0,0,0,1362429.5900,9
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Firm Fixed Price,CARTER,0,0,0,0,56716407.9300,233
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Firm Fixed Price,GANSLER+,0,0,0,0,23279.0000,2
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Labor Hours,WYNNE,0,0,0,0,-4.9900,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Time and Materials,KRIEG,0,0,0,0,767862.9900,13
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Cost No Fee,KRIEG,0,0,0,0,-1913431.0000,17
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,PAMS,Fixed Price Redetermination,WYNNE,0,0,0,0,-333734.0100,4
2011,2015-03-19 16:42:44.597,Defense,Navy,NULL,Cost Plus Award Fee,KENDALL,1,1,0,0,3007.4100,1
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost No Fee,KRIEG,0,0,0,0,5010198.5200,23
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Incentive,ALDRIDGE,0,0,0,0,-2445861.0000,23
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Incentive,KENDALL,1,1,0,0,76139841.8800,122
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Incentive,WYNNE,0,0,0,0,-154933.0000,5
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price Award Fee,KENDALL,1,1,0,0,163511.2300,5
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price Incentive,CARTER,0,0,0,0,4819951.3100,30
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Labor Hours,CARTER,0,0,0,0,1945106.7900,12
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Labor Hours,KRIEG,0,0,0,0,-98130.5500,4
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Order Dependent (IDV only),KENDALL,1,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost No Fee,YOUNG,0,0,0,0,92157.1500,6
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Award Fee,KRIEG,0,0,0,0,-1583246.9900,130
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Fixed Fee,CARTER,0,0,0,0,161491742.6500,176
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Sharing,KENDALL,1,0,0,0,282486.7100,2
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Firm Fixed Price,CARTER,0,0,0,0,1353019916.2300,10535
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Firm Fixed Price,GANSLER+,0,0,0,0,358304.0000,19
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price Award Fee,KENDALL,1,0,0,0,17403538.3500,42
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price Incentive,KENDALL,1,1,0,0,75189.0000,1
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price Level of Effort,KENDALL,1,0,0,0,1098347.0000,4
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Other (none of the above),KRIEG,0,0,0,0,397123.2100,4
2011,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost No Fee,CARTER,0,0,0,0,2031446.7200,59
2011,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost Plus Fixed Fee,KENDALL,1,1,0,0,1066402155.5800,2922
2011,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost Plus Fixed Fee,WYNNE,0,0,0,0,-222180.7900,18
2011,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost Plus Incentive,CARTER,0,0,0,0,35986111.3600,687
2011,2015-03-19 16:42:44.597,Defense,Navy,ICT,Firm Fixed Price,KENDALL,1,1,0,0,1393173357.2400,13691
2011,2015-03-19 16:42:44.597,Defense,Navy,ICT,Firm Fixed Price,WYNNE,0,0,0,0,-340997.1600,29
2011,2015-03-19 16:42:44.597,Defense,Navy,MED,Combination (two or more),YOUNG,0,0,0,0,504210.2400,4
2011,2015-03-19 16:42:44.597,Defense,Navy,MED,Cost Plus Fixed Fee,KENDALL,1,1,0,0,1309781.0000,1
2011,2015-03-19 16:42:44.597,Defense,Navy,MED,Firm Fixed Price,KENDALL,1,0,0,0,31027005.1900,495
2011,2015-03-19 16:42:44.597,Defense,Navy,MED,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,111021137.3900,73
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Award Fee,KRIEG,0,0,0,0,143710236.8500,1329
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,53980481.4700,102
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,1805485.3300,11
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Fixed Fee,KRIEG,0,0,0,0,454779748.1100,2112
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Level of Effort,KENDALL,1,0,0,0,1760751.0100,21
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price with Economic Price Adjustment,KENDALL,1,0,0,0,3751850.6600,456
2011,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,DLA,Products,Labor Hours,KENDALL,1,0,0,0,126216935.6200,5045
2011,2015-03-19 16:42:44.597,Defense,DLA,R&D,Cost No Fee,KENDALL,1,1,0,0,6569966.3300,6
2011,2015-03-19 16:42:44.597,Defense,MDA,ERS,Cost Plus Fixed Fee,KENDALL,1,1,0,0,13610548.7700,7
2011,2015-03-19 16:42:44.597,Defense,MDA,ICT,Fixed Price Incentive,KENDALL,1,1,0,0,808448.0000,1
2011,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Firm Fixed Price,KRIEG,0,0,0,0,67209499.0900,118
2011,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Time and Materials,WYNNE,0,0,0,0,-108524.6400,5
2011,2015-03-19 16:42:44.597,Defense,MDA,Products,Cost Plus Award Fee,WYNNE,0,0,0,0,-297332.3100,4
2011,2015-03-19 16:42:44.597,Defense,MDA,Products,Cost Plus Fixed Fee,KENDALL,1,1,0,0,37449000.0000,46
2011,2015-03-19 16:42:44.597,Defense,MDA,Products,Firm Fixed Price,KENDALL,1,0,0,0,3270158.8100,32
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Award Fee,KENDALL,1,0,0,0,339462375.0000,167
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Firm Fixed Price,KRIEG,0,0,0,0,252046.7900,6
2011,2015-03-19 16:42:44.597,Defense,MDA,R&D,Fixed Price Level of Effort,YOUNG,0,0,0,0,0.0000,NULL
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Firm Fixed Price,KENDALL,1,1,0,0,11229910.0700,10
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,MED,Firm Fixed Price,YOUNG,0,0,0,0,1355035040.7200,248
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,PAMS,Cost Plus Fixed Fee,KENDALL,1,1,0,0,7114553.0000,6
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,PAMS,Time and Materials,YOUNG,0,0,0,0,2366480.4800,3
2011,2015-03-19 16:42:44.597,Defense,MilitaryHealth,Products,Firm Fixed Price,KENDALL,1,0,0,0,323405.1000,14
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,KENDALL,1,1,0,0,327671040.6700,930
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,WYNNE,0,0,0,0,3192189.7400,22
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,YOUNG,0,0,0,0,42557186.0900,278
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Firm Fixed Price,KENDALL,1,0,0,0,782613392.5600,8188
2011,2015-03-19 16:42:44.597,Defense,Navy,ERS,Firm Fixed Price,YOUNG,0,0,0,0,353304580.3800,974
